Line Name, Code, English
Helm_Helm.finalJobRadio_15, @FEE8ACC9, "We need some way to get rid of this thing."
worldMap_WorldMap.WorldMapLeaving.1_0, @27597B78, "{@guide}    Setting auto-pilot destination for {nameof $local:nextStation}.|.|.|"
worldMap_WorldMap.WorldMapLeaving.1_2, @29597E9E, "Estimated travel time: 12 hours."
worldMap_WorldMap.WorldMapLeaving.1_4, @2B5981C4, "Estimated travel time: 8 hours."
worldMap_WorldMap.WorldMapLeaving.1_6, @2D5984EA, "{@player}   Thanks, {nameof @guide}. I'm going to get some sleep."
worldMap_WorldMap.WorldMapLeaving.2_0, @22806B0D, "{@guide}    Auto-pilot destination set for {nameof $local:nextStation}."
worldMap_WorldMap.WorldMapLeaving.2_1, @2180697A, "We will arrive at our destination tomorrow."
worldMap_WorldMap.WorldMapLeaving.2_-19, @9A825E24, "{@player}   {random Time to get some rest.|Great. My eyes feel heavy anyway.|Great. I could use some shuteye.|Great. I'm going to get some sleep.|Thanks, V. Wake me when we get there.}"
CommonShop_eval.purchasePrompt_3, @2B1228BC, "{h}Yes! (Purchase){/h}"
CommonShop_eval.purchasePrompt_4, @2A122729, "{random ...Yes?|Uh...}"
CommonShop_eval.purchasePrompt_8, @36123A0D, "{h}Yes! (Install){/h}"
CommonShop_eval.purchasePrompt_11, @C69AFD29, "{random Just looking!|No.}"
char.drKelp.name, @A497EFE8, "Mom, The Kelp Researcher"
char.drKelp.name.short, @78C98C94, "Mom"
char.profCoral.name, @B60D3CC4, "Professor Cempaka, The Coral Researcher"
char.profCoral.name.short, @E84E2898, "Prof. Cempaka"
char.profBayou.name, @CD71693B, "Dr. Harper, The Bayou Researcher"
char.profBayou.name.short, @66859B27, "Dr. Harper"
char.profArctic.name, @37B15913, "Director Juno, The Arctic Researcher"
char.profArctic.name.short, @1BCBA64F, "Dir. Juno"
char.kelpMechanic.name, @1F4A5600, "Tío, The Kelp Mechanic"
char.kelpMechanic.name.short, @D9DBC1FC, "Tío"
char.coralMechanic.name, @3624EFD5, "Sofia, The Coral Mechanic"
char.coralMechanic.name.short, @0FAB1929, "Sofia"
char.bayouMechanic.name, @53A42056, "Alex, The Bayou Mechanic"
char.bayouMechanic.name.short, @5ACE540A, "Alex"
char.arcticMechanic.name, @00D2A3BC, "Reiner, The Arctic Mechanic"
char.arcticMechanic.name.short, @D181AAA0, "Reiner"
char.arcticSci.name, @7DED4067, "Professor Jacques Whalen"
char.arcticSci.name.short, @7BAD64EB, "Prof. Whalen"
char.bayouSci.name, @07BAE4E9, "Silias, The Shrimp Specialist"
char.bayouSci.name.short, @59A92255, "Silias"
char.fisher.name, @1B2E465D, "Fisher"
char.v1ctor.name, @96E08B6F, "V1ct0r"
char.guide.name, @B58751B0, "V1ct0r"
char.guide.name.short, @5AFEA38C, "V1ct0r"
char.sam.name, @92D20D41, "Sam"
char.sam.name.short, @185CED5D, "Sam"
char.mer.name, @ECACC42C, "Mer"
char.ex.name, @3251130D, "Ex"
char.ex.name.short, @3822C1D1, "Ex"
char.mack.name, @742EB0BA, "Mack"
char.mack.name.short, @FE17F4E6, "Mack"
char.drKelp.name.formal, @A5BE89A9, "Dr. Ramirez"
credits.principal, @89E881DD, "Principal Investigators"
credits.principal.names, @3CEE9BC3, "David Gagnon\nRyan Baker\nShari Metcalf"
credits.producers, @B9589E80, "Producers"
credits.producers.names, @A2970D66, "David Gagnon\nJennifer Scianna"
credits.creative, @86BF19E4, "Creative Director"
credits.creative.names, @6D6F9E6A, "Sarah Gagnon"
credits.artMusicDir, @B6F63CEC, "Art and Music Director"
credits.artMusicDir.names, @BC38AF82, "Eric Lang"
credits.eduFellowDir, @791259F7, "Education Fellows Director"
credits.eduFellowDir.names, @4F3D8709, "Jim Mathews"
credits.mechDesign, @E9FBDB1E, "Mechanics Design"
credits.mechDesign.names, @FB5A4F20, "David Gagnon\nBobby Lockhart\nEric Lang\nPhil Dougherty"
credits.levelDesign, @9B67F7E3, "Level Design"
credits.levelDesign.names, @D53BBF05, "Jenn Scianna\nAmy Kamareinen\nAmanda Sommi\nShari Metcalf\nAidan Myers\nLevi Huillet"
credits.uiux, @82EF1A82, "UI/UX Design"
credits.uiux.names, @2FEEC064, "Eric Lang"
credits.2dArt, @F559AC2C, "2d Art & Animation"
credits.2dArt.names, @7B283842, "Reyna Groff\nEmily Merideth Lewis\nEric Lang\nMary Benetti"
credits.3dArt, @D8046543, "3d Art & Animation"
credits.3dArt.names, @B982EA65, "Forest San Filippo\nMary Benetti"
credits.story, @80FE75A6, "Story Design"
credits.story.names, @D506BE98, "Sarah Gagnon\nLindy Biller\nEric Lang\nJenn Scianna"
credits.writing, @FE3CEB63, "Writing"
credits.writing.names, @46CD1685, "Lindy Biller\nSarah Gagnon\nReyna Groff\nLevi Huillet\nErik Zetina"
credits.translanguage, @9575CA7B, "Translanguaging Consultation"
credits.translanguage.names, @4EF48FAD, "Mariana Castro\nDiego Román"
credits.music, @E2CB1E08, "Original Music"
credits.music.names, @ACEF4F5E, "Cyril Peck"
credits.sfx, @F0DB24F8, "Sound Effects"
credits.sfx.names, @8CDC722E, "Cyril Peck\nAutumn Beauchesne"
credits.engLead, @B044DD8D, "Game Engineering Leadership"
credits.engLead.names, @3C41C753, "Autumn Beauchesne"
credits.eng, @EB3371F3, "Game Engineering"
credits.eng.names, @1FE262B5, "Levi Huillet\nAlexander Grabowski\nTravis Bird\nPascal King\nMatthew Murphy\nDausi Husaini\nNicholas Spevacek\nAidan Myers"
credits.research, @2F70A438, "Sites, Species, and Phenomena Research"
credits.research.names, @462B08EE, "Jenn Scianna\nEmily Merideth Lewis"
credits.sciAdvisor, @71AA5EDE, "Aquatic Science Advisor"
credits.sciAdvisor.names, @CB086C60, "Amy Kamarainen"
credits.tools, @529561B0, "Game Development Tooling"
credits.tools.names, @4E1B73B6, "Autumn Beauchesne"
credits.analytics, @4191A3E7, "Game Analytics and Visualization"
credits.analytics.names, @BB857859, "Luke Swanson\nHaishou Chen\nYuheng Chen\nNicholas Spevacek\nErik Harpstead\nDavid Gagnon"
credits.dataInfrastructure, @664DDAA2, "Game Data Research Infrastructure"
credits.dataInfrastructure.names, @AF1FD884, "Luke Swanson\nChris Dowling\nErik Harpstead\nDavid Gagnon"
credits.dataMiningLead, @EE428F47, "Educational Data Mining Leadership"
credits.dataMiningLead.names, @6B8AAFB9, "Ryan Baker"
credits.dataMining, @BF8F37CD, "Educational Data Mining"
credits.dataMining.names, @847E9E13, "Stefan Slater\nAlexis Andres\nJennifer Scianna\nRachel Liu\nDavid Gagnon"
credits.classroomTesting, @5D55CF00, "Classroom Testing and Research"
credits.classroomTesting.names, @8826B9E6, "Shari Metcalf\nAmanda Sommi\nSima Haddadin"
credits.eval, @13E96303, "Evaluative Instrument Development"
credits.eval.names, @E16ADBA5, "YJ Kim\nShari Metcalf"
credits.qa, @E49B2A43, "Quality Assurance"
credits.qa.names, @D93B8765, "Shari Metcalf\nLevi Huillet\nAlexander Grabowski\nTravis Bird\nBear Gagnon\nNora Gagnon"
credits.es, @EE7EB7ED, "Spanish Translation"
credits.es.names, @08819433, "Erik Zetina"
credits.admin, @8002B860, "Administrative Support"
credits.admin.names, @2E10E0C6, "Catherine Davis\nMaria Huckleberry\nRosie Bell\nGwendolyn Goplin"
credits.itSupport, @A7A92DAB, "IT Support"
credits.itSupport.names, @83A476FD, "Dave Paar\nChris Dowling"
credits.ci, @D878851D, "Continuous Integration and Automation"
credits.ci.names, @500B0A83, "Jeremy Grozavescu\nAutumn Beauchesne"
credits.advisors, @E09189E4, "Project Advisors"
credits.advisors.names, @052E8E6A, "Kevin Anderson\nJodi Asbell-Clarke\nDoug Clark\nOlivia Dachel\nBen Stern\nDan White"
credits.fellowshipEval, @52ACB9AA, "Educator Fellowship Evaluation"
credits.fellowshipEval.names, @676D329C, "Rebecca Cors\nJim Mathews"
credits.fellows, @986D4E2F, "Educator Fellows"
credits.fellows.names1, @052DAD00, "Michael Alger\nJoy Aragones\nTim Bartz\nKathy Biernat\nAndrea Christopherson\nOlivia Dachel\nAlex Devaux\nKatelynn Dorn\nCraig Fischer\nCorey Foght\nJeanine Gelhaus\nAmy Hahn\nMichelle Heeg\nMichele Huppert\nKirsten Johnson"
credits.fellows.names2, @082DB1B9, "Kristyn Joyes\nRobyn Kademan\nJenny Karpelenia\nTodd Kautzer\nSedate Kohler\nDavid Liebhard\nKaitlyn Maratik\nHeather Meixelsperger\nJoe Riederer\nBen Stern\nBayli Vacho\nAshley Van Ooyen\nBeth Patsches Wade\nAbby Zuberbier"
credits.studentTesting, @0F7DA0F8, "Testing Provided by Students of"
credits.studentTesting.names, @4A8B0E2E, "Cardinal Heights Upper Middle School, Sun Prairie, WI\nDe Soto Middle School, De Soto, WI\nDeForest Area High School, DeForest, WI\nEmanuel Lutheran, New London, WI\nFox Valley Lutheran High School, Appleton, WI\nHowards Grove School District\nMenomonie High School, Menomonie, WI\nMerrill High School, Merrill, WI\nMontello School District\nMount Olive Lutheran School, Appleton, WI\nNikolay Middle School, Cambridge, WI\nNotre Dame School of Milwaukee, Milwaukee, WI\nOregon Middle School, Oregon, WI\nPittsville School District\nPrairie River Middle School, Merrill, WI\nReedsburg Area High School, Reedburg, WI\nRiver Valley Middle School, Spring Green, WI\nSauk Prairie High School, Prairie du Sac, WI\nSun Prairie High School, Sun Prarie, WI\nThe Prairie School, Racine, WI\nWayne Bartels Middle School, Portage, WI\nWhitman Middle School, Wauwatosa, WI\nWisconsin Rapids Area Middle School, Wisconsin Rapids, WI\nWisconsin Virtual School"
credits.thanks, @9238F7EC, "Special Thanks"
credits.thanks.names, @798D9282, "Courtney Bell\nKurt Brown\nTeresa Mason\nLaurel White\nEthan Cayko\nRaquel Conley\nAustin Delany\nMichael Gi\nAdam Hinterthuer\nUW-Madison Limnology Department\nLexi Monroe\nRobert Russell"
credits.funding, @AF9F9466, "Funding Provided by:"
credits.funding.names, @A80E7DD8, "National Science Foundation\n<size=80%><#01E8DB>DRL #1907384, DRL #1907398, and DRL #1907437"
credits.thanksForPlaying, @F8EDF007, "Thank you for playing!"
critters.arcticCod.commonName, @E1F2EDDF, "Arctic Cod"
critters.astarteBorealis.commonName, @C132096C, "Boreal Mollusc"
critters.bowheadWhale.commonName, @7C1712DE, "Bowhead Whale"
critters.blueheadWrasse.commonName, @F3708DC2, "Bluehead Wrasse"
critters.blueTang.commonName, @4CF68643, "Blue Tang"
critters.blueTang.commonName.plural, @739BBD75, "Blue Tangs"
critters.bristleWorm.commonName, @B8589DB5, "Bristle Worm"
critters.bullKelp.commonName, @0CE12908, "Bull Kelp"
critters.chinookSalmon.commonName, @D824C996, "Chinook Salmon"
critters.copepod.commonName, @D8F5C07D, "Copepod"
critters.copepod.commonName.plural, @7C1CC97B, "Copepods"
critters.decomposingBacteria.commonName, @D1B5AFBA, "Decomposing Bacteria"
critters.detritus.commonName, @690C6EEF, "Detritus"
critters.diatoms.commonName, @6C236C10, "Diatoms"
critters.fishers.commonName, @C06A0717, "Human Fisher"
critters.giantKelp.commonName, @5FDDD3BE, "Giant Kelp"
critters.hagfish.commonName, @60FD86F3, "Hagfish"
critters.iceAlgae.commonName, @91112AF8, "Ice Algae"
critters.loggerheadTurtle.commonName, @06107F9F, "Loggerhead Turtle"
critters.loggerheadTurtle.commonName.plural, @F1DAE8A9, "Loggerhead Turtles"
critters.mussel.commonName, @BF7EBF7C, "Mussel"
critters.mussel.commonName.plural, @E60CD508, "Mussels"
critters.northAtlanticOctopus.commonName, @2DDF07B7, "North Atlantic Octopus"
critters.queenConch.commonName, @237B719C, "Queen Conch"
critters.queenConch.commonName.plural, @1AD1FF28, "Queen Conches"
critters.redGrouper.commonName, @AB009B84, "Red Grouper"
critters.ribbonSeal.commonName, @916B40E4, "Ribbon Seal"
critters.salmonShark.commonName, @4ADD4094, "Salmon Shark"
critters.sargassum.commonName, @1C19CF5F, "Sargassum"
critters.seaAnemone.commonName, @CDBF4EA1, "Sea Anemone"
critters.seaOtter.commonName, @C92F422E, "Sea Otter"
critters.seaStar.commonName, @C71B1994, "Starfish"
critters.smelt.commonName, @CF5D5D98, "Smelt"
critters.snowCrab.commonName, @60D7C06C, "Snow Crab"
critters.seaOtter.commonName.plural, @2C50540E, "Sea Otters"
critters.staghornCoral.commonName, @D14EACBC, "Staghorn Coral"
critters.turtleGrass.commonName, @4CC53C6D, "Turtle Grass"
critters.urchin.commonName, @91E1FCBA, "Urchin"
critters.urchin.commonName.plural, @E0CCE9E2, "Urchins"
critters.whiteShrimp.commonName, @E741A2BF, "White Shrimp"
critters.zombieWorm.commonName, @C960D9D8, "Zombie Worm"
critters.cyanobacteria.commonName, @8F827EA4, "Cyanobacteria"
critters.ick.commonName, @5C841A56, "Ick"
critters.turfAlgae.commonName, @D8BD7856, "Turf Algae"
critters.pterasterObscurus.commonName, @2A17D86B, "Cushion Star"
critters.urchin.description, @490BA792, "Plated globe-like animal. Its long spikes help ward off predators."
critters.turtleGrass.description, @BC69D91B, "Turtles must really like this stuff."
critters.turfAlgae.description, @73BDA04E, "Red macroalgae."
critters.staghornCoral.description, @8EB672C0, "This coral formation has millions of tiny polyps and symbiotic zooxanthelle... but no antlers."
critters.seaStar.description, @1CFB4D78, "Most sea stars have five arms, hundreds of tube feet, and zero orbiting planets."
critters.seaOtter.description, @5B3C6046, "These fuzzy critters are known to float on their backs to sleep. Scientists refer to this as ""adorable."""
critters.sargassum.description, @7EFEBB99, "Floaty, bloaty, smells like bologna."
critters.redGrouper.description, @7A3FA008, "These fish clear detritus from around their dens, opening space for other critters - truly the janitors of the sea!"
critters.mussel.description, @EFEE8D80, "These molluscs may not be muscular, but their ability to filter water is a superpower."
critters.loggerheadTurtle.description, @B0E590D9, "These vulnerable sea turtles have probably never even seen a log."
critters.queenConch.description, @33C64260, "Listen to the ocean in their shells. Well, after they move out of course."
critters.whiteShrimp.description, @102900B9, "10 walking legs, 10 swimming legs, and antennae 3 times longer than their body"
critters.giantKelp.description, @03C59136, "The biggest and best of the kelp! Make wonderful cookies, according to exactly one person."
critters.fishers.description, @05712291, "Humans, specifically those that catch fish."
critters.detritus.description, @D8251E49, "That's just dead organic matter. Analysis says it's 78% icky."
critters.copepod.description, @0AE2720B, "Super swimmers who can travel 295 ft/hr. Good thing they can't participate in the olympics."
critters.bullKelp.descripion, @6895D2FC, "These plant-like growths are actually composed of protists, and are unrelated to cows."
critters.blueTang.description, @E10AF3ED, "The great lawn mowers of the coral reef. Unpaid that is."
critters.blueheadWrasse.description, @DC31EF7A, "Larger predators will allow these ""cleaner fish"" to eat algae and parasites off their skin without any ha-wrasse-ment."
critters.fishers.commonName.plural, @F859F7A1, "Human Fishers"
critters.methane.commonname, @30FEAD09, "Methane Hydrate Crystals"
critters.methanogen.commonname, @E728CD43, "Methane Fire Archaea"
critters.RedGorgonian.commonname, @4F68D5D8, "Red Gorgonian"
critters.seapearl.commonname, @F8A6A350, "Sea Pearl"
critters.angelFish.commonname, @389637FC, "Angelfish"
critters.brooksi.commonName, @630BD7C8, "Brooksi Mussel"
critters.deepSeaSkate.commonName, @4CECB3D4, "Deep Sea Skate"
critters.elkhornCoral.commonName, @4DBE8423, "Elkhorn Coral"
critters.moonJelly.commonName, @46CB6378, "Moon Jelly"
critters.siphonophore.commonName, @B7D1A5A1, "Sea Dandelion"
critters.tubeworms.commonNames, @665A8E94, "Tube Worms"
critters.ventstar.commonName, @8026E23A, "Vent Star"
critters.plastic.commonName, @38277075, "Plastic Bag"
critters.angelFish.description, @601420A0, "These holy fish are actually ambush hunters - not so angelic after all."
critters.angelFish.pluralname, @D5EA0AD3, "Angelfish"
critters.angelFish.commonname.plural, @11DDFA88, "Angelfish"
critters.moonJelly.commonName.plural, @36FED61C, "Moon Jellies"
critters.moonJelly.description, @151DAC4C, "Opportunistic critters can wait 25 years in their polyp stage before maturing. Also thrive in waters otherwise uninhabitable. Makes a tasty chip."
critters.seapearl.commonname.plural, @DD0235F4, "Sea Pearls"
critters.seapearl.description, @6B61E444, "These ""pearls"" are actually made of algae, but they're still treasures to me."
critters.elkhornCoral.commonName.plural, @BBAA7555, "Elkhorn Coral"
critters.elkhornCoral.description, @62B94E0D, "They are similar to their Staghorn cousins, but these coral grows in horizontal shelves."
critters.lionfish.commonName, @FF586DD3, "Lionfish"
critters.artificialReef.commonName, @1E0E9541, "Artificial Reef"
critters.spearedLionfish.commonName, @EDE7BE21, "Speared Lionfish"
critters.whaleTracker.commonName, @2978B5B2, "Whale Tracker"
critters.glassSponge.commonName, @067E98E3, "Glass Sponge"
critters.glassSponge.commonName.plural, @C413CD95, "Glass Sponges"
critters.northernSeaNettle.commonName, @96333EA4, "Northern Sea Nettle"
critters.northernSeaNettle.commonName.plural, @5CF70AF0, "Northern Sea Nettles"
critters.glacialamphipod.commonName, @5A324604, "Glacial Amphipod"
critters.glacialamphipod.commonName.plural, @7B8C89D0, "Glacial Amphipods"
critters.clione.commonName, @69B88205, "Clione"
critters.clione.commonName.plural, @205EE903, "Clione"
critters.arcticCopepod.commonName, @CA832CD5, "Arctic Copepod"
critters.arcticCopepod.commonName.plural, @DC314913, "Arctic Copepods"
critters.arcticCopepod.description, @16A86EE3, "How would you cope with being a tiny arctic crustacean?"
critters.plastic.commonName.plural, @FEABE633, "Plastic Bags"
critters.pterasterObscurus.commonName.plural, @B489879D, "Cushion Stars"
critters.hydrogen.name, @5A6F5AA2, "Hydrogen"
critters.hydrogen.description, @CBD4035D, "The most basic of elements. Yes, it's also found in lattes."
critters.SeaSkate.commonName, @9A6D8542, "Deep Sea Skate"
critters.SeaSkate.pluralCommonName, @79E2B0BC, "Deep Sea Skates"
critters.SeaSkate.description, @3C6B8DFA, "You won't find any sun rays this deep, but you can find these rays."
critters.redGorgonian.commonName, @08B78158, "Red Gorgonian"
critters.oceanDandelion.commonName, @9DFE4C8F, "Ocean Dandelion"
critters.diatoms.description, @0BEB9E64, "These silica-shelled algae are responsible for over 20% of Earth's oxygen, and much of its kitty litter."
critters.cyanobacteria.description, @1FF92068, "These tiny photosynthesizers are responsible for your oxygen. Remember to thank them."
critters.decomposingBacteria.description, @C34E7092, "Microscopic recyclers. Does this count as eating?"
critters.salmonShark.description, @879EB278, "Don't let their name fool you: they're not a type of salmon, but one of their most voracious predators!"
critters.lionfish.description, @134A6B9D, "This creature actually does have quite a beautiful mane... but it's made of deadly spines."
critters.iceAlgae.description, @80F6BACC, "It's like ice cream, but it's green, and gooey, and algae."
critters.clione.description, @A2E85F33, "The flapping ""wings"" of these sea angels actually evolved from their foot."
critters.glacialamphipod.description, @C56F0788, "These flea-like amphipods spend most of their life clinging to the bottom of sea ice, eating algae. Hey, it's a living."
critters.ribbonSeal.description, @B9ED83A8, "Their buoyancy sacs may be unique among seals, but their adorableness isn't."
critters.arcticCod.description, @73C9BF19, "Maybe these polar fish were so cold they forgot the L."
critters.snowCrab.description, @34011110, "Molting season turns these hard-shelled crabs into squishy blobs until they harden again. It's all about growth."
critters.astarteBorealis.description, @E221FC10, "This bivalve has teeth! Three to be precise."
critters.pterasterObscurus.description, @C009B455, "The older they get, the more they look like a blob. No wonder they're obscure."
critters.seaAnemone.description, @5D6B1D2F, "Top of the food chain at the top of the world. Mainly because the North Pole isn't the most hospitable ecosystem."
critters.smelt.description, @8881612C, "Shimmer like a rainbow, smell like a cucumber."
critters.chinookSalmon.description, @7EC3658E, "These salmon change color when they return to freshwater to mate - It's basically their prom."
critters.bowheadWhale.description, @B9783316, "Unusually thick skulls bash through ice to let them breathe, missing dorsal fins mean they don't catch it on the ice. Priorities."
critters.northernSeaNettle.description, @A8376068, "Stinging and irritating - just like land nettle."
critters.glassSponge.description, @B73607CD, "Sea sponges may look like weird plants, but they're actually some of the first animals to evolve."
critters.bristleWorm.description, @04AFA983, "Centipedes of the ocean."
critters.hagfish.description, @2FB364FD, "These eel-shaped fish release copious amounts of slime and can tie themselves in knots. ""Hag"" sounds about right."
critters.zombieWorm.description, @D042786C, "These worms don't eat brains, but they do bore into bones to eat the marrow."
critters.northAtlanticOctopus.description, @530E8A71, "Also known as the spoonarm octopus. Maybe they have a fondness for cereal."
critters.redGorgonian.description, @05AC26EC, "These sea fans extend feathery tentacles to capture plankton. Maybe they could also be used to cool yourself?"
critters.brooksi.description, @9B1EFD7C, "These deep-sea mussels have endosymbiotic methanogens. They must be desperate to team up with someone so stinky."
critters.tubeworms.description, @43ED8D49, "These alien-looking worms get much of their biomass from symbiotic sulfur-eating bacteria."
critters.methanogen.description, @D79BCB4D, "Instead of oxygen, these bacteria breathe in hydrogen gas and exhale methane. Talk about bad breath."
critters.methane.description, @75571BD7, "Energy rich compound. Most commonly associated with cow farts."
critters.oceanDandelion.description, @147A7CA9, "Definitely not a plant. More likely to suck you in than be blown apart."
critters.ventstar.description, @DF80F012, "The name is rather fitting, because these echinoderms sure look like they're from outer space."
critters.ribbonSeal.commonName.plural, @BDD354B0, "Ribbon Seals"
critters.lionfish.commonName.plural, @C5933AC5, "Lionfish"
critters.oceanDandelion.commonName.plural, @FF3EA9D9, "Ocean Dandelions"
critters.anglerFish.commonname, @CA533558, "Angler Fish"
critters.anglerFish.description, @E9A8E64C, "What's going on with this fish? It's kinda scary..."
critters.bloodJelly.commonname, @961E720B, "Blood Jelly"
critters.bloodJelly.description, @88B1B4D5, "No idea what this is..."
critters.dinnerJelly.commonname, @8EE63C45, "Dinner Plate Jellyfish"
critters.dinnerJelly.description, @1D9A4813, "No idea what this is..."
critters.flapjackOcto.commonname, @E0356E1E, "Flapjack Octopus"
critters.flapjackOcto.description, @53696CB6, "No idea what this is..."
critters.gossamerWorm.commonname, @DE0C14A1, "Gossamer Worm"
critters.gossamerWorm.description, @7081148F, "No idea what this is..."
critters.mysidShrimp.commonname, @FF7C203E, "Mysid Shrimp"
critters.mysidShrimp.description, @61CDE356, "No idea what this is..."
critters.viperFish.commonname, @7032830B, "Viperfish"
critters.viperFish.description, @D64877D5, "No idea what this is..."
critters.colossalSquid.commonname, @84602057, "Colossal Squid"
critters.colossalSquid.description, @17275931, "No idea what this is..."
critters.encoded.1, @DB0E6A34, "O, can you hear me? It's Sam. {un}We found{/un} the Challenger Deep. Dinn says it has a long-range comms link with your ship! {un}Don't know how{/un} it works or if you're getting this. Probe's still in one piece. Data's slowly coming in. But O... there's {un}something{/un} else down here. Call me as soon as you get this."
critters.encoded.2, @DE0E6EED, "O, please tell me you're getting this. Trying to send you our data, but it's {un}taking forever{/un} to upload. I think we're in over our heads here. {un}Station's{/un} being attacked. This thing is massive. Can't see it, but it keeps coming at us. Hope it'll get {un}bored{/un} and leave us {un}alone{/un}."
critters.encoded.3, @DD0E6D5A, "O, do you copy? We {un}need{/un} help. Creature's still attacking. Systems going haywire. Had to {un}shut down{/un} the probe, so the creature wouldn't destroy it. Ex's gonna take the sub out and go for help. {un}Wish{/un} us luck. Call when you get this."
critters.encoded.4, @D80E657B, "O, the thing attacking us is {un}some sort{/un} of squid. Beautiful. Terrifying. About the size of a bus. It took out our sub in {un}four seconds{/un}. Lucky Ex managed to make it back to the station. We're {un}stuck{/un} here. Systems glitching. Lights flashing like crazy. Dinn managed to fix the oxygen scrubber, but it won't {un}last{/un}. Please hurry."
critters.encoded.5, @D70E63E8, "Nautilus to O. Got {un}another{/un} species to send your way. Hope you're getting all the data we've been sending you. Our lab is {un}totally wrecked{/un}, but you've got the {un}AquaLab{/un}. Maybe you can figure out if this thing has a weakness. If there's some way we can get out of here alive."
critters.encoded.6, @DA0E68A1, "Hey, O. I don't know why I keep sending these. I guess it's just nice to pretend you're {un}listening{/un}. I really wished you could've come on this mission with me. But now I'm glad you didn't. For the record, I'm {un}sorry{/un} about the whole crashed sub thing. I {un}shouldn't have{/un} pressured you to take the sub out at night. If you get this message, send help."
critters.encoded.7, @D90E670E, "O, it's Sam. Got more data for you. I really, really {un}hope this{/un} goes through, because I don't know how much longer we can hold on. There are {un}cracks{/un} in the outer glass. Our oxygen is dwindling. {un}Almost{/un} out of time."
critters.encoded.8, @D40E5F2F, "Nautilus to O. This is it. {un}The last{/un} of our data. Maybe it'll be enough to {un}find a way out{/un} of this mess. We've got a few days of oxygen left. Or {un}maybe just a few{/un} seconds, if the squid breaks the glass. O, {un}if you can hear me{/un}... I'm sending out the job to any job board {un}within range{/un}. I hope it finds you. I know you can solve this."
critters.zombieWorm.pluralName, @F48C38FF, "Zombie Worms"
critters.zombieWorm.plural, @5D3F68E4, "Zombie Worms"
critters.bowheadWhale.plural, @0AC03582, "Bowhead Whales"
critters.ick.description, @E56EA64E, "Microscopic parasite that lives on the Tang"
ecosystems.a_CoolKelpForest.commonName, @678EB7B6, "Rodeo Cove"
ecosystems.b_UrchinBarren.commonName, @17DA24E0, "Cliffside Oasis"
ecosystems.c_WarmKelpForest.commonName, @33F9C970, "Forested Lagoon"
ecosystems.d_MixedKelpForest.commonName, @B9AE872D, "Mer's Horizon"
ecosystems.n_ThermalVent.commonName, @4CCF6CDD, "Ignis Collis Deeps"
ecosystems.o_OilRig.commonName, @B448118A, "ERC Industries Rig"
ecosystems.p_DeadZone.commonName, @D6553C49, "Trawling Bay"
ecosystems.r_SargassumCoveredReef.commonName, @27D0A7E5, "Briny Beach"
ecosystems.s_Lionfish.commonName, @F77582E0, "Restoration Reef"
ecosystems.v_ReefEdge.commonName, @BFFADD86, "Serenity Meadow"
ecosystems.w_WhaleFall.commonName, @47930DF0, "White Point"
ecosystems.x_UnderTheIce.commonName, @BA45760F, "Río Hielo"
ecosystems.y_IceCrevice.commonName, @1AE8B70E, "Ephemeral Impasse"
ecosystems.z_OpenOcean.commonName, @D33A148B, "Frosted Sea"
ecosystems.DeepSea.commonName, @3C0538D9, "The Lower Depths"
ecosystems.a_CoolKelpForest.description, @87F8A76E, "A kelp forest in cooler ocean waters."
ecosystems.b_UrchinBarren.description, @A6DD83D4, "A desolate undersea plain that was once abundant with kelp."
ecosystems.c_WarmKelpForest.description, @385B9184, "A kelp forest located in warm ocean waters. Kelp forests form the backbone of many ocean ecosystems."
ecosystems.d_MixedKelpForest.description, @C5A1B4DB, "A blended refuge, intended to harbor multiple species of kelp simultaneously."
ecosystems.r_SargassumCoveredReef.description, @40E665D3, "A coral reef blanketed in sargassum."
ecosystems.v_ReefEdge.description, @19467FDE, "The edge of a coral reef habitat."
ecosystems.s_Lionfish.description, @A8727DD4, "Formerly thriving reef ecosystem experiencing collapse. Diverse species presence throughout the space. An eerie presence lingers."
ecosystems.n_ThermalVent.description, @E14E2FAB, "Deeper, darker, yet somehow warm. The base of the drilling station surrounded by thermal vents. A hot tub under the research site?"
ecosystems.o_OilRig.description, @51448902, "Former oil rig drilling platform that has been abandoned by the company. Now home to a highly debated, displaced reef and a band of research scientists."
ecosystems.p_DeadZone.description, @617C85B7, "Economically essential shrimp habitat. The just deep enough waters should be perfect for shrimp to enjoy. Local reports of changing conditions are troubling."
ecosystems.w_WhaleFall.description, @92A26704, "Semi-open ocean area between several ice outcroppings. This area freezes over in winter. Organisms typically migrate away during seasonal shifts."
ecosystems.x_UnderTheIce.description, @1880D129, "Newly discovered region! Position unknown. Appears to experience currents moving from one side of the ice to the other."
ecosystems.y_IceCrevice.description, @A9B6EAE6, "Small crevice similar to a harbor in the ice. Calmer waters compared to the open ocean. Preferred habitat of the Ribbon Seal."
ecosystems.z_OpenOcean.description, @CA958FB5, "Salmon range during summer seasonal shifts. Coldest region still considered open ocean."
ecosystems.DeepSea.description, @34A88467, "The darkest, deepest area of the ocean near the trenches that spread to create new ocean floor. Relatively unexplored by human presence."
experiment.backToShip.tooltip, @59AFD831, "Return to Helm Exterior"
experiment.env.none, @58D4A8D9, "<color=yellow>No Environment Set</color>"
experiment.env.button.tooltip, @D343A0DA, "Select Environment"
